"Country","Response_measure","date_start","date_end"
"Finland","ClosPubAny",2020-03-18,2020-05-31
"Finland","ClosPubAnyPartial",2020-06-01,NA
"Finland","ClosSec",2020-03-18,2020-08-04
"Finland","EntertainmentVenues",2020-03-18,2020-05-31
"Finland","EntertainmentVenuesPartial",2020-06-01,NA
"Finland","GymsSportsCentres",2020-03-18,2020-06-01
"Finland","IndoorOver50",2020-03-18,2020-07-31
"Finland","IndoorOver50",2020-10-15,NA
"Finland","IndoorOver500",2020-03-12,2020-03-17
"Finland","IndoorOver500",2020-08-01,2020-10-14
"Finland","MasksVoluntaryClosedSpaces",2020-09-18,NA
"Finland","MasksVoluntaryClosedSpacesPartial",2020-08-13,2020-09-17
"Finland","MassGather50",2020-03-18,2020-06-30
"Finland","MassGather50Partial",2020-07-01,2020-07-31
"Finland","MassGather50Partial",2020-10-15,NA
"Finland","MassGatherAll",2020-03-12,2020-06-30
"Finland","MassGatherAllPartial",2020-07-01,NA
"Finland","OutdoorOver50",2020-03-18,2020-07-01
"Finland","OutdoorOver50",2020-10-15,NA
"Finland","OutdoorOver500",2020-03-12,2020-03-17
"Finland","OutdoorOver500",2020-07-02,2020-10-14
"Finland","RestaurantsCafes",2020-03-18,2020-05-31
"Finland","RestaurantsCafesPartial",2020-06-01,2020-07-13
"Finland","RestaurantsCafesPartial",2020-10-01,2021-04-18
"Finland","StayHomeRiskG",2020-03-16,2020-06-22
"Finland","StayHomeRiskGPartial",2020-06-23,NA
"Finland","Teleworking",2020-03-18,2020-08-01
"Finland","TeleworkingPartial",2020-08-13,NA
"France","BanOnAllEvents",2020-10-19,NA
"France","ClosDaycare",2020-03-16,2020-06-01
"France","ClosDaycare",2021-04-06,2021-04-26
"France","ClosDaycarePartial",2020-06-02,2020-06-22
"France","ClosHigh",2020-10-27,2021-01-24
"France","ClosHighPartial",2020-03-16,2020-06-22
"France","ClosHighPartial",2021-01-25,NA
"France","ClosPrim",2021-04-06,2021-04-26
"France","ClosPrimPartial",2020-03-16,2020-06-22
"France","ClosPubAny",2020-03-16,2020-05-10
"France","ClosPubAnyPartial",2020-05-11,2020-06-22
"France","ClosPubAnyPartial",2020-10-28,NA
"France","ClosSec",2020-03-16,2020-05-10
"France","ClosSec",2021-04-06,2021-05-02
"France","ClosSecPartial",2020-05-11,2020-06-22
"France","ClosSecPartial",2021-05-03,NA
"France","EntertainmentVenues",2020-03-16,2020-06-01
"France","EntertainmentVenues",2020-10-28,NA
"France","EntertainmentVenuesPartial",2020-06-02,2020-06-22
"France","GymsSportsCentres",2020-03-16,2020-06-22
"France","GymsSportsCentres",2020-10-28,NA
"France","IndoorOver1000",2020-02-29,2020-10-18
"France","MasksMandatoryAllSpaces",2020-10-28,NA
"France","MasksMandatoryClosedSpaces",2020-05-18,NA
"France","MasksVoluntaryAllSpaces",2020-05-11,2020-07-25
"France","MasksVoluntaryClosedSpaces",2020-05-11,2020-05-17
"France","MassGather50",2020-10-19,NA
"France","MassGather50Partial",2020-09-18,2020-10-18
"France","MassGatherAll",2020-02-29,2020-09-17
"France","MassGatherAll",2020-10-19,NA
"France","MassGatherAllPartial",2020-09-18,2020-10-18
"France","NonEssentialShops",2020-03-16,2020-05-10
"France","NonEssentialShops",2020-10-29,2020-11-27
"France","NonEssentialShopsPartial",2020-05-11,2020-06-02
"France","NonEssentialShopsPartial",2020-11-28,NA
"France","OutdoorOver1000",2020-03-13,2020-07-11
"France","OutdoorOver50",2020-09-18,2020-10-18
"France","PlaceOfWorshipPartial",2020-10-28,NA
"France","PrivateGatheringRestrictions",2020-03-17,2020-06-15
"France","PrivateGatheringRestrictions",2020-10-28,NA
"France","PrivateGatheringRestrictionsPartial",2020-09-23,2020-10-27
"France","RegionalStayHomeOrderPartial",2020-10-17,2020-10-28
"France","RegionalStayHomeOrderPartial",2021-02-26,2021-03-19
"France","RestaurantsCafes",2020-03-16,2020-06-01
"France","RestaurantsCafes",2020-10-28,NA
"France","RestaurantsCafesPartial",2020-06-02,2020-06-15
"France","StayHomeOrder",2020-03-17,2020-05-11
"France","StayHomeOrder",2020-10-28,2020-12-14
"France","StayHomeOrderPartial",2020-05-12,2020-06-02
"France","StayHomeOrderPartial",2020-12-15,NA
"France","Teleworking",2020-03-17,2020-05-10
"France","Teleworking",2020-10-29,NA
"France","TeleworkingPartial",2020-05-11,2020-10-28
"France","WorkplaceClosures",2020-03-17,2020-05-11
"Germany","BanOnAllEvents",2020-03-23,2020-05-10
"Germany","BanOnAllEvents",2020-11-02,NA
"Germany","BanOnAllEventsPartial",2020-05-11,2020-06-29
"Germany","ClosDaycare",2020-03-13,2020-05-14
"Germany","ClosDaycarePartial",2020-05-15,2020-07-01
"Germany","ClosDaycarePartial",2020-12-16,NA
"Germany","ClosPrim",2020-03-13,2020-05-03
"Germany","ClosPrimPartial",2020-05-04,2020-06-29
"Germany","ClosPrimPartial",2020-12-16,NA
"Germany","ClosPubAny",2020-03-16,2020-05-04
"Germany","ClosPubAnyPartial",2020-05-05,NA
"Germany","ClosSec",2020-03-13,2020-05-03
"Germany","ClosSecPartial",2020-05-04,2020-06-15
"Germany","ClosSecPartial",2020-12-16,NA
"Germany","EntertainmentVenues",2020-03-16,2020-05-04
"Germany","EntertainmentVenues",2020-11-02,2021-03-07
"Germany","EntertainmentVenuesPartial",2020-05-05,2020-11-01
"Germany","EntertainmentVenuesPartial",2021-03-08,NA
"Germany","GymsSportsCentres",2020-11-02,2021-03-07
"Germany","GymsSportsCentresPartial",2021-03-08,NA
"Germany","HotelsOtherAccommodationPartial",2020-10-07,NA
"Germany","IndoorOver100",2020-06-30,2020-09-28
"Germany","IndoorOver1000",2020-03-10,2020-03-22
"Germany","IndoorOver50",2020-09-29,2020-11-01
"Germany","MasksMandatoryAllSpacesPartial",2020-11-01,NA
"Germany","MasksMandatoryClosedSpaces",2020-04-27,NA
"Germany","MasksVoluntaryAllSpaces",2020-04-02,2020-04-27
"Germany","MassGather50",2020-03-23,2020-05-10
"Germany","MassGather50",2020-11-02,NA
"Germany","MassGather50Partial",2020-05-11,2020-06-29
"Germany","MassGather50Partial",2020-09-29,2020-11-01
"Germany","MassGatherAll",2020-03-10,2020-05-10
"Germany","MassGatherAll",2020-11-02,NA
"Germany","MassGatherAllPartial",2020-05-11,2020-11-01
"Germany","NonEssentialShops",2020-03-16,2020-04-20
"Germany","NonEssentialShops",2020-12-16,2021-03-07
"Germany","NonEssentialShopsPartial",2021-03-08,NA
"Germany","OutdoorOver100",2020-06-30,2020-11-01
"Germany","PlaceOfWorshipPartial",2020-12-16,NA
"Germany","PrivateGatheringRestrictions",2020-11-02,NA
"Germany","RestaurantsCafes",2020-03-23,2020-05-04
"Germany","RestaurantsCafes",2020-11-02,2021-04-22
"Germany","RestaurantsCafesPartial",2020-05-05,2020-06-08
"Germany","RestaurantsCafesPartial",2020-10-14,2020-11-01
"Germany","RestaurantsCafesPartial",2021-04-23,NA
"Germany","SocialCirclePartial",2020-08-02,NA
"Germany","StayHomeGen",2020-03-17,2020-05-05
"Germany","StayHomeGenPartial",2020-05-06,2020-06-29
"Germany","StayHomeOrderPartial",2020-12-09,NA
"Germany","Teleworking",2021-01-19,NA
"Germany","TeleworkingPartial",2020-12-23,2021-01-18
"Greece","BanOnAllEvents",2020-11-07,2021-01-25
"Greece","BanOnAllEventsPartial",2020-07-13,2020-11-06
"Greece","ClosDaycare",2020-03-11,2020-06-01
"Greece","ClosDaycare",2020-11-16,2021-01-10
"Greece","ClosDaycare",2021-03-20,2021-05-09
"Greece","ClosDaycarePartial",2021-02-06,2021-03-19
"Greece","ClosDaycarePartial",2021-05-10,NA
"Greece","ClosHigh",2020-11-03,NA
"Greece","ClosHighPartial",2020-03-16,2020-05-25
"Greece","ClosPrim",2020-03-11,2020-06-01
"Greece","ClosPrim",2020-11-16,2021-01-10
"Greece","ClosPrim",2021-03-20,2021-05-09
"Greece","ClosPrimPartial",2021-02-06,2021-03-19
"Greece","ClosPubAny",2020-03-14,2020-05-03
"Greece","ClosPubAnyPartial",2020-05-04,NA
"Greece","ClosSec",2020-03-11,2020-05-10
"Greece","ClosSec",2020-11-07,2021-02-05
"Greece","ClosSec",2021-03-20,2021-04-11
"Greece","ClosSecPartial",2020-05-11,2020-05-18
"Greece","ClosSecPartial",2021-02-06,2021-03-19
"Greece","ClosSecPartial",2021-04-12,2021-05-09
"Greece","EntertainmentVenues",2020-03-14,2020-05-17
"Greece","EntertainmentVenues",2020-11-07,NA
"Greece","EntertainmentVenuesPartial",2020-05-18,2020-06-15
"Greece","EntertainmentVenuesPartial",2020-08-09,2020-11-06
"Greece","GymsSportsCentres",2020-03-14,2020-06-05
"Greece","GymsSportsCentres",2020-11-07,NA
"Greece","GymsSportsCentresPartial",2020-06-06,2020-06-15
"Greece","GymsSportsCentresPartial",2020-11-04,2020-11-06
"Greece","HotelsOtherAccommodation",2020-03-15,2020-05-24
"Greece","HotelsOtherAccommodationPartial",2020-05-25,2020-07-01
"Greece","MasksMandatoryAllSpaces",2020-07-17,NA
"Greece","MasksMandatoryClosedSpaces",2020-04-28,2020-07-06
"Greece","MasksVoluntaryClosedSpaces",2020-07-07,2020-07-16
"Greece","MassGather50",2020-11-07,2021-01-25
"Greece","MassGather50Partial",2020-07-13,2020-11-06
"Greece","MassGatherAll",2020-11-07,NA
"Greece","MassGatherAllPartial",2020-07-13,2020-11-06
"Greece","NonEssentialShops",2020-03-14,2020-05-03
"Greece","NonEssentialShops",2020-11-07,2021-01-17
"Greece","NonEssentialShopsPartial",2020-05-04,2020-06-01
"Greece","NonEssentialShopsPartial",2021-02-06,NA
"Greece","OutdoorOver100",2021-01-26,NA
"Greece","PlaceOfWorship",2020-03-14,2020-05-16
"Greece","PlaceOfWorshipPartial",2020-05-17,2020-06-05
"Greece","PlaceOfWorshipPartial",2020-11-07,NA
"Greece","PrivateGatheringRestrictions",2020-03-19,2020-05-03
"Greece","PrivateGatheringRestrictions",2020-11-07,NA
"Greece","RegionalStayHomeOrder",2020-11-03,2020-11-06
"Greece","RegionalStayHomeOrder",2021-01-11,2021-02-05
"Greece","RegionalStayHomeOrderPartial",2021-02-06,2021-04-19
"Greece","RestaurantsCafes",2020-03-14,2020-05-31
"Greece","RestaurantsCafes",2020-11-07,2021-05-02
"Greece","RestaurantsCafesPartial",2020-06-01,2020-11-06
"Greece","RestaurantsCafesPartial",2021-05-03,NA
"Greece","SocialCircle",2021-01-01,2021-01-02
"Greece","StayHomeGen",2020-02-27,2020-03-22
"Greece","StayHomeOrder",2020-03-23,2020-05-04
"Greece","StayHomeOrderPartial",2020-11-07,NA
"Greece","StayHomeRiskG",2020-03-11,NA
"Greece","Teleworking",2020-03-19,2021-04-26
"Greece","TeleworkingPartial",2021-04-27,NA
"Hungary","BanOnAllEvents",2020-03-16,2020-06-11
"Hungary","BanOnAllEvents",2020-11-11,2021-04-30
"Hungary","ClosDaycare",2020-03-25,2020-06-02
"Hungary","ClosDaycare",2021-03-09,2021-04-18
"Hungary","ClosHigh",2020-03-25,2020-05-18
"Hungary","ClosHigh",2020-11-11,NA
"Hungary","ClosPrim",2020-03-16,2020-06-01
"Hungary","ClosPrim",2021-03-08,2021-04-18
"Hungary","ClosPrimPartial",2020-06-02,2020-06-26
"Hungary","ClosPrimPartial",2021-04-19,2021-05-09
"Hungary","ClosPubAny",2020-03-13,2020-05-18
"Hungary","ClosPubAny",2021-03-08,2021-04-06
"Hungary","ClosPubAnyPartial",2020-09-21,2021-03-07
"Hungary","ClosPubAnyPartial",2021-04-07,NA
"Hungary","ClosSec",2020-03-16,2020-06-01
"Hungary","ClosSec",2020-11-11,2021-05-09
"Hungary","ClosSecPartial",2020-06-02,2020-06-26
"Hungary","EntertainmentVenues",2020-03-13,2020-05-18
"Hungary","EntertainmentVenues",2020-11-04,NA
"Hungary","GymsSportsCentres",2020-11-11,NA
"Hungary","IndoorOver100",2020-03-11,2020-03-15
"Hungary","IndoorOver500",2020-09-21,2020-11-10
"Hungary","MasksMandatoryAllSpaces",2020-11-11,NA
"Hungary","MasksMandatoryClosedSpaces",2020-11-02,2020-11-11
"Hungary","MasksMandatoryClosedSpacesPartial",2020-05-04,2020-11-01
"Hungary","MassGather50",2020-03-16,2020-06-11
"Hungary","MassGather50",2020-11-11,2021-04-30
"Hungary","MassGatherAll",2020-03-11,2020-06-11
"Hungary","MassGatherAll",2020-11-11,2021-04-30
"Hungary","MassGatherAllPartial",2020-09-21,2020-11-10
"Hungary","NonEssentialShops",2020-03-28,2020-05-18
"Hungary","NonEssentialShops",2021-03-08,2021-04-06
"Hungary","NonEssentialShopsPartial",2020-11-11,2021-03-07
"Hungary","NonEssentialShopsPartial",2021-04-07,NA
"Hungary","OutdoorOver500",2020-09-21,2020-11-10
"Hungary","PrivateGatheringRestrictionsPartial",2020-11-11,NA
"Hungary","RestaurantsCafes",2020-03-28,2020-05-18
"Hungary","RestaurantsCafes",2020-11-11,2021-04-23
"Hungary","RestaurantsCafes",2021-05-01,NA
"Hungary","RestaurantsCafesPartial",2020-09-21,2020-11-10
"Hungary","RestaurantsCafesPartial",2021-04-24,2021-04-30
"Hungary","StayHomeGen",2020-03-21,2020-03-26
"Hungary","StayHomeOrder",2020-03-27,2020-05-18
"Hungary","StayHomeOrderPartial",2020-11-04,NA
"Hungary","TeleworkingPartial",2021-03-08,2021-03-22
"Iceland","AdaptationOfWorkplace",2020-03-16,NA
"Iceland","ClosHigh",2020-03-16,2020-05-04
"Iceland","ClosHigh",2021-03-25,2021-04-01
"Iceland","ClosPrim",2021-03-25,2021-04-01
"Iceland","ClosPubAny",2020-03-16,2020-05-03
"Iceland","ClosPubAnyPartial",2020-05-04,2020-06-15
"Iceland","ClosPubAnyPartial",2020-08-31,NA
"Iceland","ClosSec",2020-03-16,2020-05-04
"Iceland","ClosSec",2021-03-25,2021-04-01
"Iceland","EntertainmentVenues",2020-03-16,2020-05-03
"Iceland","EntertainmentVenues",2020-11-01,2020-12-09
"Iceland","EntertainmentVenues",2021-03-24,2021-04-14
"Iceland","EntertainmentVenuesPartial",2020-05-04,2020-05-25
"Iceland","EntertainmentVenuesPartial",2020-08-31,2020-10-31
"Iceland","EntertainmentVenuesPartial",2020-12-10,2021-03-23
"Iceland","EntertainmentVenuesPartial",2021-04-15,NA
"Iceland","GymsSportsCentres",2020-03-16,2020-05-17
"Iceland","GymsSportsCentres",2021-03-24,2021-04-14
"Iceland","GymsSportsCentresPartial",2020-05-18,2020-06-15
"Iceland","GymsSportsCentresPartial",2020-10-20,2021-03-23
"Iceland","GymsSportsCentresPartial",2021-04-15,NA
"Iceland","IndoorOver100",2020-03-16,2020-03-23
"Iceland","IndoorOver100",2020-07-31,2020-09-09
"Iceland","IndoorOver50",2020-03-24,2020-05-25
"Iceland","IndoorOver50",2021-02-24,2021-03-23
"Iceland","IndoorOver500",2020-05-26,2020-07-30
"Iceland","IndoorOver500",2020-09-10,2020-10-03
"Iceland","MasksMandatoryAllSpacesPartial",2020-10-05,NA
"Iceland","MasksVoluntaryAllSpacesPartial",2020-07-31,2020-10-05
"Iceland","MassGather50",2020-03-24,2020-05-25
"Iceland","MassGather50",2020-10-04,2021-03-23
"Iceland","MassGatherAll",2020-03-16,2020-05-24
"Iceland","MassGatherAll",2020-10-04,2021-03-23
"Iceland","MassGatherAllPartial",2020-05-25,2020-10-03
"Iceland","OutdoorOver100",2020-03-16,2020-03-23
"Iceland","OutdoorOver100",2020-07-31,2020-09-07
"Iceland","OutdoorOver50",2020-03-24,2020-05-25
"Iceland","OutdoorOver50",2020-10-04,2021-02-23
"Iceland","OutdoorOver500",2020-05-26,2020-07-30
"Iceland","OutdoorOver500",2020-09-08,2020-10-03
"Iceland","OutdoorOver500",2021-02-24,2021-03-23
"Iceland","PlaceOfWorshipPartial",2021-02-05,NA
"Iceland","PrivateGatheringRestrictions",2020-10-04,2021-02-23
"Iceland","PrivateGatheringRestrictions",2021-03-24,NA
"Iceland","RestaurantsCafes",2020-03-16,2020-05-25
"Iceland","RestaurantsCafesPartial",2020-10-31,NA
"Iceland","StayHomeRiskG",2020-03-16,NA
"Ireland","BanOnAllEvents",2020-03-24,2020-06-28
"Ireland","BanOnAllEvents",2020-10-21,2020-11-30
"Ireland","BanOnAllEvents",2020-12-31,2021-05-09
"Ireland","BanOnAllEventsPartial",2020-03-06,2020-03-08
"Ireland","BanOnAllEventsPartial",2021-05-10,NA
"Ireland","ClosDaycare",2020-03-12,2020-06-29
"Ireland","ClosDaycarePartial",2021-01-11,2021-03-29
"Ireland","ClosHigh",2020-03-12,2020-09-20
"Ireland","ClosHighPartial",2020-09-21,NA
"Ireland","ClosPrim",2020-03-12,2020-08-24
"Ireland","ClosPrim",2021-01-11,2021-02-28
"Ireland","ClosPrimPartial",2021-03-01,2021-03-14
"Ireland","ClosPubAny",2020-03-12,2020-03-26
"Ireland","ClosPubAny",2020-06-06,2020-06-29
"Ireland","ClosPubAny",2020-10-21,2020-11-30
"Ireland","ClosPubAny",2020-12-31,2021-04-25
"Ireland","ClosPubAnyPartial",2020-03-27,2020-06-05
"Ireland","ClosPubAnyPartial",2020-10-06,2020-10-20
"Ireland","ClosPubAnyPartial",2020-12-01,2020-12-30
"Ireland","ClosPubAnyPartial",2021-04-26,NA
"Ireland","ClosSec",2020-03-12,2020-08-31
"Ireland","ClosSec",2021-01-11,2021-02-28
"Ireland","ClosSecPartial",2021-03-01,2021-04-11
"Ireland","ClosureOfPublicTransportPartial",2020-03-27,2020-06-05
"Ireland","EntertainmentVenues",2020-03-12,2020-06-29
"Ireland","EntertainmentVenues",2020-10-06,2020-11-30
"Ireland","EntertainmentVenues",2020-12-25,2021-04-25
"Ireland","EntertainmentVenuesPartial",2020-12-01,2020-12-24
"Ireland","EntertainmentVenuesPartial",2021-04-26,NA
"Ireland","GymsSportsCentres",2020-03-24,2020-06-29
"Ireland","GymsSportsCentres",2020-10-21,2020-11-30
"Ireland","GymsSportsCentres",2020-12-31,NA
"Ireland","GymsSportsCentresPartial",2020-10-06,2020-10-20
"Ireland","GymsSportsCentresPartial",2020-12-01,2020-12-30
"Ireland","IndoorOver100",2020-03-12,2020-03-23
"Ireland","IndoorOver50",2020-06-29,2020-10-20
"Ireland","MasksMandatoryClosedSpaces",2020-06-29,NA
"Ireland","MasksVoluntaryAllSpaces",2020-05-18,NA
"Ireland","MassGather50",2020-03-24,2020-11-30
"Ireland","MassGather50",2020-12-31,2021-05-09
"Ireland","MassGather50Partial",2020-03-06,2020-03-08
"Ireland","MassGather50Partial",2021-05-10,NA
"Ireland","MassGatherAll",2020-03-12,2020-11-30
"Ireland","MassGatherAll",2020-12-31,2021-05-09
"Ireland","MassGatherAllPartial",2020-03-06,2020-03-08
"Ireland","MassGatherAllPartial",2021-05-10,NA
"Ireland","NonEssentialShops",2020-03-24,2020-06-29
"Ireland","NonEssentialShops",2020-10-21,2020-11-30
"Ireland","NonEssentialShops",2021-01-01,2021-05-09
"Ireland","NonEssentialShopsPartial",2021-05-10,NA
"Ireland","OutdoorOver50",2020-08-24,2020-10-20
"Ireland","OutdoorOver500",2020-03-12,2020-03-23
"Ireland","OutdoorOver500",2020-06-29,2020-08-23
"Ireland","PlaceOfWorship",2020-10-06,2020-11-30
"Ireland","PlaceOfWorship",2020-12-31,2021-05-09
"Ireland","PlaceOfWorshipPartial",2020-12-01,2020-12-30
"Ireland","PrivateGatheringRestrictions",2020-03-24,2020-06-28
"Ireland","PrivateGatheringRestrictions",2020-10-21,2020-11-30
"Ireland","PrivateGatheringRestrictions",2020-12-31,2021-05-09
"Ireland","PrivateGatheringRestrictionsPartial",2020-12-01,2020-12-30
"Ireland","PrivateGatheringRestrictionsPartial",2021-05-10,NA
"Ireland","RestaurantsCafes",2020-03-24,2020-06-29
"Ireland","RestaurantsCafes",2020-10-21,2020-12-03
"Ireland","RestaurantsCafes",2020-12-25,NA
"Ireland","RestaurantsCafesPartial",2020-10-06,2020-10-20
"Ireland","RestaurantsCafesPartial",2020-12-04,2020-12-24
"Ireland","SocialCircle",2020-10-21,NA
"Ireland","StayHomeGen",2020-03-24,2020-03-26
"Ireland","StayHomeGen",2020-05-18,2020-06-26
"Ireland","StayHomeGenPartial",2020-03-12,2020-03-23
"Ireland","StayHomeOrder",2020-03-27,2020-05-17
"Ireland","StayHomeOrder",2020-10-21,2020-11-30
"Ireland","StayHomeOrder",2020-12-31,2021-04-11
"Ireland","StayHomeRiskG",2020-03-12,NA
"Ireland","Teleworking",2020-03-12,NA
"Italy","AdaptationOfWorkplace",2020-03-10,2020-06-10
"Italy","AdaptationOfWorkplacePartial",2020-06-11,2020-10-15
"Italy","BanOnAllEvents",2020-03-09,2020-06-11
"Italy","BanOnAllEvents",2020-11-06,2021-04-25
"Italy","BanOnAllEventsPartial",2020-03-04,2020-03-08
"Italy","ClosDaycare",2020-03-10,2020-06-10
"Italy","ClosDaycarePartial",2020-03-04,2020-03-09
"Italy","ClosDaycarePartial",2020-06-11,2020-09-14
"Italy","ClosHigh",2020-03-10,2020-06-10
"Italy","ClosHigh",2020-12-04,2021-01-15
"Italy","ClosHighPartial",2020-03-04,2020-03-09
"Italy","ClosHighPartial",2020-06-11,2020-09-14
"Italy","ClosHighPartial",2020-11-05,2020-12-03
"Italy","ClosPrim",2020-03-11,2020-09-14
"Italy","ClosPrimPartial",2020-03-04,2020-03-10
"Italy","ClosPubAny",2020-12-24,2021-01-06
"Italy","ClosPubAny",2021-04-07,2021-04-25
"Italy","ClosPubAnyPartial",2020-03-10,2020-12-23
"Italy","ClosPubAnyPartial",2021-01-07,2021-04-06
"Italy","ClosPubAnyPartial",2021-04-26,NA
"Italy","ClosSec",2020-03-04,2020-06-16
"Italy","ClosSec",2020-07-05,2020-09-14
"Italy","ClosSec",2020-11-05,2021-01-06
"Italy","ClosSecPartial",2020-06-17,2020-07-04
"Italy","ClosSecPartial",2021-01-15,2021-03-05
"Italy","ClosSecPartial",2021-04-27,NA
"Italy","ClosureOfPublicTransportPartial",2020-11-05,2020-12-03
"Italy","ClosureOfPublicTransportPartial",2021-01-15,2021-04-06
"Italy","EntertainmentVenues",2020-03-10,2020-05-17
"Italy","EntertainmentVenues",2020-10-26,2021-03-26
"Italy","EntertainmentVenuesPartial",2020-05-18,2020-06-15
"Italy","GymsSportsCentres",2020-03-10,2020-05-24
"Italy","GymsSportsCentres",2020-10-26,NA
"Italy","GymsSportsCentresPartial",2020-05-25,2020-10-25
"Italy","IndoorOver500",2020-08-07,2020-11-05
"Italy","IndoorOver500",2021-04-26,NA
"Italy","MasksMandatoryAllSpaces",2020-04-26,2020-07-14
"Italy","MasksMandatoryAllSpaces",2020-10-08,NA
"Italy","MasksMandatoryAllSpacesPartial",2020-08-16,2020-10-07
"Italy","MasksMandatoryClosedSpaces",2020-07-15,2020-08-15
"Italy","MassGather50",2020-03-09,2020-06-11
"Italy","MassGather50",2020-11-06,2021-04-25
"Italy","MassGather50Partial",2020-03-04,2020-03-08
"Italy","MassGatherAll",2020-03-09,2020-06-11
"Italy","MassGatherAll",2020-11-06,NA
"Italy","MassGatherAllPartial",2020-03-04,2020-03-08
"Italy","MassGatherAllPartial",2020-06-12,2020-11-05
"Italy","NonEssentialShops",2020-03-10,2020-04-13
"Italy","NonEssentialShops",2020-12-24,2021-01-06
"Italy","NonEssentialShopsPartial",2020-04-14,2020-05-18
"Italy","OutdoorOver1000",2020-06-12,2020-11-05
"Italy","OutdoorOver1000",2021-04-26,NA
"Italy","PlaceOfWorship",2020-03-10,2020-06-15
"Italy","PrivateGatheringRestrictionsPartial",2021-02-22,NA
"Italy","RegionalStayHomeOrder",2021-01-16,2021-01-31
"Italy","RegionalStayHomeOrder",2021-02-08,2021-02-21
"Italy","RegionalStayHomeOrder",2021-03-08,2021-05-10
"Italy","RegionalStayHomeOrderPartial",2020-10-22,2020-12-03
"Italy","RestaurantsCafes",2020-12-24,2021-01-06
"Italy","RestaurantsCafesPartial",2020-03-10,2020-05-18
"Italy","RestaurantsCafesPartial",2020-10-18,2020-12-23
"Italy","RestaurantsCafesPartial",2021-01-07,2021-04-01
"Italy","RestaurantsCafesPartial",2021-04-26,NA
"Italy","StayHomeGen",2020-10-26,2020-11-04
"Italy","StayHomeOrder",2020-03-10,2020-05-04
"Italy","StayHomeOrderPartial",2020-11-05,NA
"Italy","StayHomeRiskG",2020-03-04,NA
"Italy","Teleworking",2020-03-12,2020-06-10
"Italy","Teleworking",2020-10-16,NA
"Latvia","BanOnAllEvents",2020-11-09,NA
"Latvia","BanOnAllEventsPartial",2020-05-12,2020-06-10
"Latvia","ClosDaycarePartial",2020-03-17,2020-06-10
"Latvia","ClosDaycarePartial",2021-03-16,2021-05-07
"Latvia","ClosHigh",2020-03-17,2020-08-31
"Latvia","ClosHigh",2020-10-26,NA
"Latvia","ClosPrim",2020-03-17,2020-08-31
"Latvia","ClosPrimPartial",2020-11-02,NA
"Latvia","ClosPubAny",2020-03-17,2020-05-11
"Latvia","ClosPubAnyPartial",2020-05-12,2020-06-10
"Latvia","ClosPubAnyPartial",2020-07-11,NA
"Latvia","ClosSec",2020-10-26,2021-04-06
"Latvia","ClosSecPartial",2020-03-17,2020-05-07
"Latvia","ClosSecPartial",2021-04-07,NA
"Latvia","ClosureOfPublicTransportPartial",2020-12-07,NA
"Latvia","EntertainmentVenues",2020-03-17,2020-05-11
"Latvia","EntertainmentVenues",2020-11-09,NA
"Latvia","EntertainmentVenuesPartial",2020-05-12,2020-06-10
"Latvia","GymsSportsCentres",2020-03-17,2020-05-11
"Latvia","GymsSportsCentres",2020-12-03,NA
"Latvia","GymsSportsCentresPartial",2020-05-12,2020-06-10
"Latvia","IndoorOver100",2020-06-11,2020-07-31
"Latvia","IndoorOver1000",2020-08-17,2020-10-10
"Latvia","IndoorOver50",2020-03-17,2020-05-11
"Latvia","IndoorOver500",2020-08-01,2020-08-16
"Latvia","IndoorOver500",2020-10-11,2020-11-06
"Latvia","MasksMandatoryAllSpacesPartial",2020-03-17,2020-06-30
"Latvia","MasksMandatoryClosedSpaces",2020-10-07,NA
"Latvia","MasksMandatoryClosedSpacesPartial",2020-05-12,2020-06-30
"Latvia","MasksVoluntaryAllSpacesPartial",2020-04-20,2020-06-30
"Latvia","MassGather50",2020-03-17,2020-05-11
"Latvia","MassGather50",2020-11-09,NA
"Latvia","MassGather50Partial",2020-05-12,2020-06-10
"Latvia","MassGatherAll",2020-03-17,2020-05-11
"Latvia","MassGatherAll",2020-06-11,2020-06-30
"Latvia","MassGatherAll",2020-08-01,2020-11-06
"Latvia","MassGatherAll",2020-11-09,NA
"Latvia","MassGatherAllPartial",2020-05-12,2020-06-10
"Latvia","MassGatherAllPartial",2020-07-01,2020-07-31
"Latvia","NonEssentialShopsPartial",2020-11-09,NA
"Latvia","OutdoorOver1000",2020-07-01,2020-10-29
"Latvia","OutdoorOver500",2020-06-11,2020-06-30
"Latvia","OutdoorOver500",2020-10-30,2020-11-06
"Latvia","PlaceOfWorship",2020-03-17,2020-05-11
"Latvia","PlaceOfWorshipPartial",2020-05-12,2020-06-10
"Latvia","PlaceOfWorshipPartial",2020-12-06,NA
"Latvia","PrivateGatheringRestrictions",2020-10-17,NA
"Latvia","RestaurantsCafes",2020-11-09,2021-05-06
"Latvia","RestaurantsCafesPartial",2020-07-11,2020-11-08
"Latvia","RestaurantsCafesPartial",2021-05-07,NA
"Latvia","StayHomeGen",2020-03-17,2020-05-11
"Latvia","StayHomeGenPartial",2020-05-12,2020-06-10
"Latvia","StayHomeOrderPartial",2020-12-24,2021-02-07
"Latvia","Teleworking",2020-03-17,NA
"Liechtenstein","BanOnAllEvents",2020-12-20,NA
"Liechtenstein","ClosDaycare",2020-03-16,2020-05-11
